count	date	hour
63	20120818	15
31	20120818	16
46	20120818	17
49	20120818	18
50	20120818	19
27	20120818	20
19	20120818	21
2	20120818	22
1	20120818	23
16	20120819	0
8	20120819	1
19	20120819	2
6	20120819	3
12	20120819	4
9	20120819	5
6	20120819	6
4	20120819	7
9	20120819	8
34	20120819	9
14	20120819	10
41	20120819	11
47	20120819	13
56	20120819	14
35	20120819	15
41	20120819	16
27	20120819	17
12	20120819	18
62	20120819	19
54	20120819	20
52	20120819	21
73	20120819	22
57	20120819	23
625	20120820	0
16	20120820	1
72	20120820	2
28	20120820	3
44	20120820	4
113	20120820	5
75	20120820	6
214	20120820	7
802	20120820	8
1068	20120820	9
700	20120820	10
810	20120820	11
1124	20120820	13
1352	20120820	14
929	20120820	15
998	20120820	16
372	20120820	17
204	20120820	18
182	20120820	19
171	20120820	20
200	20120820	21
151	20120820	22
111	20120820	23
849	20120821	0
59	20120821	1
54	20120821	2
21	20120821	3
55	20120821	4
38	20120821	5
98	20120821	6
252	20120821	7
530	20120821	8
620	20120821	9
704	20120821	10
537	20120821	11
1063	20120821	13
875	20120821	14
1653	20120821	15
1234	20120821	16
595	20120821	17
335	20120821	18
226	20120821	19
211	20120821	20
53	20120821	21
44	20120821	22
76	20120821	23
929	20120822	0
66	20120822	1
68	20120822	2
82	20120822	3
111	20120822	4
95	20120822	5
97	20120822	6
365	20120822	7
511	20120822	8
591	20120822	9
950	20120822	10
759	20120822	11
898	20120822	13
955	20120822	14
996	20120822	15
871	20120822	16
522	20120822	17
506	20120822	18
337	20120822	19
191	20120822	20
174	20120822	21
95	20120822	22
67	20120822	23
1142	20120823	0
35	20120823	1
70	20120823	2
22	20120823	3
23	20120823	4
55	20120823	5
126	20120823	6
348	20120823	7
612	20120823	8
736	20120823	9
1111	20120823	10
854	20120823	11
1010	20120823	13
1007	20120823	14
953	20120823	15
732	20120823	16
642	20120823	17
426	20120823	18
277	20120823	19
193	20120823	20
99	20120823	21
66	20120823	22
40	20120823	23
818	20120824	0
52	20120824	1
48	20120824	2
21	20120824	3
37	20120824	4
73	20120824	5
133	20120824	6
267	20120824	7
512	20120824	8
663	20120824	9
786	20120824	10
818	20120824	11
995	20120824	13
808	20120824	14
960	20120824	15
596	20120824	16
280	20120824	17
205	20120824	18
73	20120824	19
46	20120824	20
50	20120824	21
23	20120824	22
44	20120824	23
53	20120825	0
46	20120825	1
3	20120825	2
7	20120825	3
19	20120825	5
3	20120825	6
11	20120825	7
36	20120825	8
34	20120825	9
36	20120825	10
17	20120825	11
33	20120825	13
53	20120825	14
70	20120825	15
37	20120825	16
17	20120825	17
8	20120825	18
26	20120825	19
11	20120825	20
13	20120825	21
7	20120825	22
3	20120825	23
61	20120826	0
13	20120826	1
4	20120826	3
5	20120826	4
1	20120826	5
5	20120826	6
28	20120826	7
53	20120826	8
87	20120826	9
44	20120826	10
48	20120826	11
6	20120826	13
35	20120826	14
33	20120826	15
2	20120826	16
54	20120826	17
251	20120826	18
292	20120826	19
121	20120826	20
115	20120826	21
120	20120826	22
100	20120826	23
1132	20120827	0
87	20120827	1
74	20120827	2
30	20120827	3
54	20120827	4
90	20120827	5
82	20120827	6
453	20120827	7
604	20120827	8
783	20120827	9
925	20120827	10
647	20120827	11
1062	20120827	13
1073	20120827	14
1083	20120827	15
678	20120827	16
449	20120827	17
420	20120827	18
243	20120827	19
208	20120827	20
120	20120827	21
85	20120827	22
77	20120827	23
947	20120828	0
115	20120828	1
56	20120828	2
76	20120828	3
75	20120828	4
97	20120828	5
104	20120828	6
329	20120828	7
644	20120828	8
942	20120828	9
965	20120828	10
684	20120828	11
1058	20120828	13
1221	20120828	14
1072	20120828	15
848	20120828	16
487	20120828	17
332	20120828	18
142	20120828	19
161	20120828	20
170	20120828	21
79	20120828	22
40	20120828	23
1002	20120829	0
106	20120829	1
58	20120829	2
42	20120829	3
55	20120829	4
52	20120829	5
80	20120829	6
394	20120829	7
605	20120829	8
853	20120829	9
1128	20120829	10
964	20120829	11
1089	20120829	13
1181	20120829	14
1466	20120829	15
899	20120829	16
522	20120829	17
277	20120829	18
152	20120829	19
120	20120829	20
105	20120829	21
142	20120829	22
94	20120829	23
930	20120830	0
121	20120830	1
37	20120830	2
97	20120830	3
87	20120830	4
81	20120830	5
175	20120830	6
372	20120830	7
791	20120830	8
791	20120830	9
1047	20120830	10
972	20120830	11
1227	20120830	13
1661	20120830	14
1758	20120830	15
1056	20120830	16
755	20120830	17
296	20120830	18
202	20120830	19
179	20120830	20
145	20120830	21
102	20120830	22
98	20120830	23
72	20120901	0
41	20120901	1
44	20120901	2
71	20120901	3
19	20120901	4
24	20120901	5
7	20120901	6
4	20120901	7
4	20120901	8
30	20120901	9
16	20120901	10
15	20120901	11
4	20120901	13
11	20120901	14
50	20120901	15
18	20120901	16
17	20120901	17
6	20120901	18
28	20120901	19
22	20120901	20
28	20120901	21
15	20120901	22
22	20120901	23
19	20120902	0
15	20120902	1
6	20120902	2
9	20120902	3
15	20120902	4
52	20120902	5
15	20120902	6
7	20120902	7
20	20120902	8
14	20120902	9
50	20120902	10
73	20120902	11
4	20120902	13
13	20120902	14
9	20120902	15
18	20120902	16
29	20120902	17
1	20120902	18
21	20120902	19
41	20120902	20
13	20120902	21
7	20120902	22
28	20120902	23
184	20120903	0
52	20120903	1
44	20120903	2
89	20120903	3
63	20120903	4
57	20120903	5
71	20120903	6
73	20120903	7
71	20120903	8
85	20120903	9
83	20120903	10
114	20120903	11
68	20120903	13
50	20120903	14
141	20120903	15
113	20120903	16
127	20120903	17
147	20120903	18
183	20120903	19
199	20120903	20
198	20120903	21
202	20120903	22
118	20120903	23
448	20120904	0
22	20120904	1
22	20120904	2
25	20120904	3
29	20120904	4
14	20120904	5
44	20120904	6
50	20120904	7
191	20120904	8
202	20120904	9
335	20120904	10
261	20120904	11
452	20120904	13
366	20120904	14
439	20120904	15
269	20120904	16
176	20120904	17
170	20120904	18
153	20120904	19
92	20120904	20
54	20120904	21
19	20120904	22
49	20120904	23
1079	20120905	0
96	20120905	1
72	20120905	2
193	20120905	3
178	20120905	4
219	20120905	5
114	20120905	6
334	20120905	7
720	20120905	8
868	20120905	9
1166	20120905	10
875	20120905	11
1117	20120905	13
1630	20120905	14
1296	20120905	15
857	20120905	16
650	20120905	17
348	20120905	18
328	20120905	19
330	20120905	20
244	20120905	21
307	20120905	22
122	20120905	23
1261	20120906	0
92	20120906	1
111	20120906	2
121	20120906	3
120	20120906	4
62	20120906	5
162	20120906	6
401	20120906	7
686	20120906	8
768	20120906	9
854	20120906	10
1142	20120906	11
1283	20120906	13
1565	20120906	14
1367	20120906	15
855	20120906	16
549	20120906	17
424	20120906	18
171	20120906	19
177	20120906	20
120	20120906	21
81	20120906	22
47	20120906	23
1112	20120907	0
110	20120907	1
141	20120907	2
52	20120907	3
64	20120907	4
70	20120907	5
135	20120907	6
298	20120907	7
795	20120907	8
828	20120907	9
971	20120907	10
852	20120907	11
1166	20120907	13
1054	20120907	14
1081	20120907	15
731	20120907	16
909	20120907	17
533	20120907	18
299	20120907	19
191	20120907	20
36	20120907	21
40	20120907	22
12	20120907	23
194	20120908	0
1	20120908	1
5	20120908	2
32	20120908	3
5	20120908	4
1	20120908	5
2	20120908	6
45	20120908	7
45	20120908	8
30	20120908	9
91	20120908	10
109	20120908	11
111	20120908	13
86	20120908	14
43	20120908	15
44	20120908	16
56	20120908	17
34	20120908	18
5	20120908	19
22	20120908	20
32	20120908	21
36	20120908	22
19	20120908	23
72	20120909	0
46	20120909	1
10	20120909	2
18	20120909	3
11	20120909	4
17	20120909	5
12	20120909	6
43	20120909	7
35	20120909	8
26	20120909	9
47	20120909	10
19	20120909	11
47	20120909	13
24	20120909	14
58	20120909	15
56	20120909	16
23	20120909	17
63	20120909	18
68	20120909	19
57	20120909	20
62	20120909	21
58	20120909	22
79	20120909	23
1246	20120910	0
80	20120910	1
62	20120910	2
37	20120910	3
54	20120910	4
53	20120910	5
100	20120910	6
288	20120910	7
715	20120910	8
783	20120910	9
1041	20120910	10
983	20120910	11
1222	20120910	13
1398	20120910	14
1293	20120910	15
1146	20120910	16
653	20120910	17
440	20120910	18
276	20120910	19
186	20120910	20
146	20120910	21
142	20120910	22
98	20120910	23
1189	20120911	0
41	20120911	1
65	20120911	2
45	20120911	3
122	20120911	4
95	20120911	5
153	20120911	6
576	20120911	7
868	20120911	8
990	20120911	9
1211	20120911	10
1055	20120911	11
1230	20120911	13
1358	20120911	14
1223	20120911	15
1050	20120911	16
702	20120911	17
457	20120911	18
396	20120911	19
243	20120911	20
228	20120911	21
151	20120911	22
174	20120911	23
1008	20120912	0
50	20120912	1
37	20120912	2
49	20120912	3
84	20120912	4
96	20120912	5
92	20120912	6
485	20120912	7
967	20120912	8
1159	20120912	9
1218	20120912	10
1159	20120912	11
1398	20120912	13
1179	20120912	14
1325	20120912	15
1087	20120912	16
691	20120912	17
353	20120912	18
1523	20120912	19
885	20120912	20
184	20120912	21
144	20120912	22
91	20120912	23
1714	20120913	0
83	20120913	1
50	20120913	2
98	20120913	3
81	20120913	4
41	20120913	5
100	20120913	6
336	20120913	7
659	20120913	8
920	20120913	9
1130	20120913	10
1703	20120913	11
1884	20120913	13
1256	20120913	14
1396	20120913	15
1000	20120913	16
690	20120913	17
652	20120913	18
419	20120913	19
427	20120913	20
734	20120913	21
107	20120913	22
93	20120913	23
1672	20120914	0
733	20120914	1
105	20120914	2
131	20120914	3
88	20120914	4
103	20120914	5
87	20120914	6
302	20120914	7
1227	20120914	8
1447	20120914	9
1209	20120914	10
1130	20120914	11
1684	20120914	13
1220	20120914	14
932	20120914	15
679	20120914	16
507	20120914	17
385	20120914	18
252	20120914	19
88	20120914	20
101	20120914	21
41	20120914	22
33	20120914	23
158	20120915	0
165	20120915	1
48	20120915	2
5	20120915	3
30	20120915	4
10	20120915	5
8	20120915	6
43	20120915	7
69	20120915	8
56	20120915	9
111	20120915	10
146	20120915	11
96	20120915	13
105	20120915	14
96	20120915	15
76	20120915	16
46	20120915	17
57	20120915	18
62	20120915	19
70	20120915	20
58	20120915	21
56	20120915	22
59	20120915	23
81	20120916	0
4	20120916	1
40	20120916	2
6	20120916	3
4	20120916	4
12	20120916	5
12	20120916	6
20	20120916	7
24	20120916	8
81	20120916	9
30	20120916	10
42	20120916	11
134	20120916	13
148	20120916	14
1375	20120916	15
132	20120916	16
129	20120916	17
94	20120916	18
100	20120916	19
93	20120916	20
129	20120916	21
116	20120916	22
113	20120916	23
947	20120917	0
29	20120917	1
35	20120917	2
34	20120917	3
40	20120917	4
46	20120917	5
44	20120917	6
154	20120917	7
454	20120917	8
456	20120917	9
1215	20120917	10
624	20120917	11
1440	20120917	13
729	20120917	14
674	20120917	15
503	20120917	16
1652	20120917	17
364	20120917	18
289	20120917	19
246	20120917	20
108	20120917	21
46	20120917	22
34	20120917	23
553	20120918	0
41	20120918	1
41	20120918	2
24	20120918	3
43	20120918	4
38	20120918	5
48	20120918	6
156	20120918	7
313	20120918	8
556	20120918	9
684	20120918	10
456	20120918	11
501	20120918	13
515	20120918	14
600	20120918	15
540	20120918	16
451	20120918	17
186	20120918	18
110	20120918	19
67	20120918	20
55	20120918	21
42	20120918	22
38	20120918	23
534	20120919	0
40	20120919	1
28	20120919	2
33	20120919	3
30	20120919	4
17	20120919	5
31	20120919	6
256	20120919	7
467	20120919	8
432	20120919	9
532	20120919	10
735	20120919	11
691	20120919	13
831	20120919	14
784	20120919	15
731	20120919	16
332	20120919	17
167	20120919	18
220	20120919	19
101	20120919	20
117	20120919	21
35	20120919	22
29	20120919	23
441	20120920	0
61	20120920	1
37	20120920	2
20	20120920	3
32	20120920	4
34	20120920	5
166	20120920	6
424	20120920	7
430	20120920	8
568	20120920	9
666	20120920	10
483	20120920	11
695	20120920	13
659	20120920	14
478	20120920	15
513	20120920	16
448	20120920	17
156	20120920	18
188	20120920	19
272	20120920	20
106	20120920	21
55	20120920	22
28	20120920	23
658	20120921	0
76	20120921	1
26	20120921	2
26	20120921	3
48	20120921	4
44	20120921	5
71	20120921	6
205	20120921	7
361	20120921	8
568	20120921	9
686	20120921	10
577	20120921	11
599	20120921	13
756	20120921	14
791	20120921	15
507	20120921	16
397	20120921	17
213	20120921	18
103	20120921	19
67	20120921	20
37	20120922	0
15	20120922	1
8	20120922	2
15	20120922	3
1	20120922	5
23	20120922	7
39	20120922	8
44	20120922	9
24	20120922	10
52	20120922	11
33	20120922	13
44	20120922	14
56	20120922	15
67	20120922	16
45	20120922	17
31	20120922	18
40	20120922	19
62	20120922	20
48	20120922	21
13	20120922	22
16	20120922	23
323	20120923	0
53	20120923	1
15	20120923	2
13	20120923	3
6	20120923	4
5	20120923	5
18	20120923	6
34	20120923	7
27	20120923	8
38	20120923	9
105	20120923	10
86	20120923	11
62	20120923	13
204	20120923	14
61	20120923	15
25	20120923	16
54	20120923	17
44	20120923	18
74	20120923	19
103	20120923	20
97	20120923	21
50	20120923	22
57	20120923	23
1492	20120924	0
51	20120924	1
290	20120924	2
38	20120924	3
23	20120924	4
66	20120924	5
109	20120924	6
360	20120924	7
946	20120924	8
809	20120924	9
1111	20120924	10
949	20120924	11
1298	20120924	13
1391	20120924	14
1524	20120924	15
1389	20120924	16
721	20120924	17
484	20120924	18
444	20120924	19
286	20120924	20
225	20120924	21
122	20120924	22
163	20120924	23
1215	20120925	0
67	20120925	1
166	20120925	2
39	20120925	3
83	20120925	4
229	20120925	5
177	20120925	6
1087	20120925	7
794	20120925	8
963	20120925	9
1079	20120925	10
1068	20120925	11
1309	20120925	13
1210	20120925	14
1481	20120925	15
2136	20120925	16
1718	20120925	17
614	20120925	18
317	20120925	19
175	20120925	20
177	20120925	21
156	20120925	22
138	20120925	23
1323	20120926	0
91	20120926	1
76	20120926	2
45	20120926	3
58	20120926	4
84	20120926	5
163	20120926	6
471	20120926	7
1293	20120926	8
1274	20120926	9
1336	20120926	10
1130	20120926	11
1544	20120926	13
1329	20120926	14
1396	20120926	15
1199	20120926	16
641	20120926	17
442	20120926	18
469	20120926	19
308	20120926	20
228	20120926	21
133	20120926	22
206	20120926	23
1258	20120927	0
81	20120927	1
115	20120927	2
56	20120927	3
71	20120927	4
111	20120927	5
154	20120927	6
443	20120927	7
725	20120927	8
1097	20120927	9
1392	20120927	10
1101	20120927	11
1576	20120927	13
1671	20120927	14
1463	20120927	15
1329	20120927	16
886	20120927	17
524	20120927	18
334	20120927	19
202	20120927	20
140	20120927	21
157	20120927	22
41	20120927	23
1587	20120928	0
93	20120928	1
36	20120928	2
28	20120928	3
89	20120928	4
54	20120928	5
145	20120928	6
315	20120928	7
718	20120928	8
991	20120928	9
1204	20120928	10
981	20120928	11
1649	20120928	13
1187	20120928	14
1206	20120928	15
1180	20120928	16
445	20120928	17
250	20120928	18
140	20120928	19
130	20120928	20
115	20120928	21
91	20120928	22
80	20120928	23
245	20120929	0
21	20120929	1
6	20120929	2
15	20120929	3
41	20120929	4
24	20120929	5
12	20120929	6
43	20120929	7
30	20120929	8
81	20120929	9
91	20120929	10
113	20120929	11
136	20120929	13
426	20120929	14
99	20120929	15
122	20120929	16
149	20120929	17
173	20120929	18
167	20120929	19
116	20120929	20
39	20120929	21
17	20120929	22
31	20120929	23
1041	20121001	0
61	20121001	1
81	20121001	2
44	20121001	3
47	20121001	4
57	20121001	5
127	20121001	6
265	20121001	7
629	20121001	8
1065	20121001	9
1217	20121001	10
1659	20121001	11
1081	20121001	13
1283	20121001	14
1317	20121001	15
1180	20121001	16
795	20121001	17
502	20121001	18
248	20121001	19
250	20121001	20
174	20121001	21
118	20121001	22
80	20121001	23
1245	20121002	0
102	20121002	1
74	20121002	2
44	20121002	3
66	20121002	4
47	20121002	5
112	20121002	6
445	20121002	7
807	20121002	8
960	20121002	9
1182	20121002	10
1117	20121002	11
1489	20121002	13
1321	20121002	14
1242	20121002	15
1124	20121002	16
924	20121002	17
717	20121002	18
302	20121002	19
226	20121002	20
151	20121002	21
252	20121002	22
90	20121002	23
1090	20121003	0
59	20121003	1
33	20121003	2
38	20121003	3
48	20121003	4
113	20121003	5
121	20121003	6
340	20121003	7
693	20121003	8
840	20121003	9
1055	20121003	10
1003	20121003	11
1233	20121003	13
1315	20121003	14
1455	20121003	15
1473	20121003	16
837	20121003	17
675	20121003	18
326	20121003	19
298	20121003	20
165	20121003	21
141	20121003	22
175	20121003	23
1382	20121004	0
85	20121004	1
85	20121004	2
84	20121004	3
106	20121004	4
79	20121004	5
150	20121004	6
291	20121004	7
1193	20121004	8
1600	20121004	9
1688	20121004	10
1287	20121004	11
1637	20121004	13
1271	20121004	14
1393	20121004	15
1359	20121004	16
776	20121004	17
505	20121004	18
468	20121004	19
321	20121004	20
366	20121004	21
115	20121004	22
138	20121004	23
1354	20121005	0
110	20121005	1
78	20121005	2
84	20121005	3
112	20121005	4
109	20121005	5
193	20121005	6
486	20121005	7
934	20121005	8
914	20121005	9
1063	20121005	10
1308	20121005	11
1135	20121005	13
1123	20121005	14
1459	20121005	15
870	20121005	16
750	20121005	17
424	20121005	18
179	20121005	19
206	20121005	20
2	20121005	21
2	20121005	22
38	20121005	23
112	20121006	0
30	20121006	1
19	20121006	2
40	20121006	3
14	20121006	4
21	20121006	5
13	20121006	6
21	20121006	7
42	20121006	8
66	20121006	9
49	20121006	10
54	20121006	11
86	20121006	13
84	20121006	14
65	20121006	15
85	20121006	16
77	20121006	17
212	20121006	18
182	20121006	19
67	20121006	20
47	20121006	21
32	20121006	22
28	20121006	23
111	20121007	0
25	20121007	1
35	20121007	2
10	20121007	3
10	20121007	4
29	20121007	5
29	20121007	6
29	20121007	7
29	20121007	8
184	20121007	9
203	20121007	10
61	20121007	11
107	20121007	13
121	20121007	14
139	20121007	15
127	20121007	16
107	20121007	17
138	20121007	18
173	20121007	19
188	20121007	20
92	20121007	21
77	20121007	22
135	20121007	23
1624	20121008	0
111	20121008	1
117	20121008	2
159	20121008	3
184	20121008	4
206	20121008	5
154	20121008	6
487	20121008	7
828	20121008	8
989	20121008	9
1109	20121008	10
1330	20121008	11
1277	20121008	13
1512	20121008	14
1461	20121008	15
1085	20121008	16
556	20121008	17
463	20121008	18
367	20121008	19
302	20121008	20
254	20121008	21
173	20121008	22
117	20121008	23
1530	20121009	0
144	20121009	1
126	20121009	2
75	20121009	3
140	20121009	4
124	20121009	5
176	20121009	6
478	20121009	7
977	20121009	8
1377	20121009	9
1224	20121009	10
1065	20121009	11
1615	20121009	13
1563	20121009	14
1313	20121009	15
1245	20121009	16
740	20121009	17
736	20121009	18
768	20121009	19
298	20121009	20
245	20121009	21
525	20121009	22
1087	20121009	23
2074	20121010	0
139	20121010	1
158	20121010	2
108	20121010	3
123	20121010	4
147	20121010	5
203	20121010	6
442	20121010	7
835	20121010	8
1233	20121010	9
1552	20121010	10
1970	20121010	11
1808	20121010	13
1728	20121010	14
1502	20121010	15
1120	20121010	16
1038	20121010	17
907	20121010	18
1043	20121010	19
1607	20121010	20
319	20121010	21
283	20121010	22
380	20121010	23
1512	20121011	0
158	20121011	1
113	20121011	2
99	20121011	3
63	20121011	4
82	20121011	5
113	20121011	6
449	20121011	7
981	20121011	8
1155	20121011	9
1442	20121011	10
1338	20121011	11
2640	20121011	13
2031	20121011	14
1550	20121011	15
1562	20121011	16
1526	20121011	17
511	20121011	18
370	20121011	19
388	20121011	20
247	20121011	21
196	20121011	22
744	20121011	23
2102	20121012	0
741	20121012	1
54	20121012	2
56	20121012	3
61	20121012	4
61	20121012	5
170	20121012	6
371	20121012	7
978	20121012	8
1330	20121012	9
1827	20121012	10
1194	20121012	11
1241	20121012	13
1425	20121012	14
1285	20121012	15
1023	20121012	16
711	20121012	17
635	20121012	18
352	20121012	19
228	20121012	20
120	20121012	21
86	20121012	22
676	20121012	23
171	20121013	0
23	20121013	1
27	20121013	2
4	20121013	3
2	20121013	5
11	20121013	6
49	20121013	7
133	20121013	8
120	20121013	9
60	20121013	10
936	20121013	11
116	20121013	13
37	20121013	14
90	20121013	15
98	20121013	16
140	20121013	17
78	20121013	18
63	20121013	19
236	20121013	20
64	20121013	21
84	20121013	22
660	20121013	23
1401	20121014	0
53	20121014	1
19	20121014	2
7	20121014	3
27	20121014	4
34	20121014	5
26	20121014	6
36	20121014	7
1270	20121014	8
680	20121014	9
71	20121014	10
113	20121014	11
125	20121014	13
139	20121014	14
123	20121014	15
716	20121014	16
749	20121014	17
214	20121014	18
659	20121014	19
113	20121014	20
180	20121014	21
177	20121014	22
138	20121014	23
1259	20121015	0
116	20121015	1
102	20121015	2
121	20121015	3
168	20121015	4
106	20121015	5
135	20121015	6
376	20121015	7
685	20121015	8
933	20121015	9
1895	20121015	10
1102	20121015	11
1106	20121015	13
1074	20121015	14
1160	20121015	15
1193	20121015	16
702	20121015	17
416	20121015	18
482	20121015	19
412	20121015	20
226	20121015	21
172	20121015	22
143	20121015	23
1296	20121016	0
69	20121016	1
59	20121016	2
101	20121016	3
42	20121016	4
110	20121016	5
187	20121016	6
483	20121016	7
722	20121016	8
957	20121016	9
1142	20121016	10
1064	20121016	11
1487	20121016	13
1379	20121016	14
1306	20121016	15
1207	20121016	16
673	20121016	17
503	20121016	18
346	20121016	19
214	20121016	20
204	20121016	21
125	20121016	22
135	20121016	23
1295	20121017	0
103	20121017	1
81	20121017	2
103	20121017	3
100	20121017	4
110	20121017	5
755	20121017	6
476	20121017	7
763	20121017	8
998	20121017	9
1055	20121017	10
1162	20121017	11
1418	20121017	13
1222	20121017	14
1628	20121017	15
1272	20121017	16
919	20121017	17
505	20121017	18
377	20121017	19
300	20121017	20
339	20121017	21
185	20121017	22
149	20121017	23
1119	20121018	0
114	20121018	1
73	20121018	2
62	20121018	3
56	20121018	4
130	20121018	5
222	20121018	6
507	20121018	7
974	20121018	8
993	20121018	9
1248	20121018	10
896	20121018	11
1231	20121018	13
1105	20121018	14
1175	20121018	15
988	20121018	16
718	20121018	17
594	20121018	18
467	20121018	19
431	20121018	20
358	20121018	21
168	20121018	22
117	20121018	23
1983	20121019	0
103	20121019	1
72	20121019	2
93	20121019	3
91	20121019	4
99	20121019	5
167	20121019	6
552	20121019	7
1006	20121019	8
1059	20121019	9
1097	20121019	10
1340	20121019	11
1609	20121019	13
1050	20121019	14
1331	20121019	15
967	20121019	16
562	20121019	17
491	20121019	18
187	20121019	19
173	20121019	20
9	20121019	21
19	20121019	23
140	20121020	0
46	20121020	1
29	20121020	2
15	20121020	3
14	20121020	4
19	20121020	5
16	20121020	6
48	20121020	7
35	20121020	8
89	20121020	9
187	20121020	10
60	20121020	11
92	20121020	13
105	20121020	14
79	20121020	15
63	20121020	16
76	20121020	17
81	20121020	18
119	20121020	19
45	20121020	20
51	20121020	21
16	20121020	22
57	20121020	23
159	20121021	0
12	20121021	1
7	20121021	2
6	20121021	3
13	20121021	4
2	20121021	5
7	20121021	6
7	20121021	7
41	20121021	8
60	20121021	9
25	20121021	10
31	20121021	11
129	20121021	13
102	20121021	14
101	20121021	15
100	20121021	16
62	20121021	17
54	20121021	18
218	20121021	19
257	20121021	20
448	20121021	21
187	20121021	22
88	20121021	23
1717	20121022	0
59	20121022	1
60	20121022	2
74	20121022	3
69	20121022	4
57	20121022	5
94	20121022	6
284	20121022	7
575	20121022	8
984	20121022	9
1011	20121022	10
1002	20121022	11
1874	20121022	13
1311	20121022	14
1320	20121022	15
1187	20121022	16
960	20121022	17
510	20121022	18
271	20121022	19
290	20121022	20
179	20121022	21
136	20121022	22
69	20121022	23
940	20121023	0
81	20121023	1
118	20121023	2
89	20121023	3
108	20121023	4
153	20121023	5
147	20121023	6
322	20121023	7
850	20121023	8
970	20121023	9
1112	20121023	10
952	20121023	11
1315	20121023	13
2329	20121023	14
1308	20121023	15
930	20121023	16
1119	20121023	17
446	20121023	18
481	20121023	19
266	20121023	20
219	20121023	21
141	20121023	22
127	20121023	23
1552	20121024	0
59	20121024	1
120	20121024	2
114	20121024	3
82	20121024	4
68	20121024	5
173	20121024	6
302	20121024	7
1080	20121024	8
1291	20121024	9
1266	20121024	10
1484	20121024	11
1576	20121024	13
1337	20121024	14
1208	20121024	15
1089	20121024	16
797	20121024	17
605	20121024	18
336	20121024	19
321	20121024	20
191	20121024	21
162	20121024	22
118	20121024	23
1460	20121025	0
202	20121025	1
139	20121025	2
141	20121025	3
78	20121025	4
86	20121025	5
156	20121025	6
451	20121025	7
671	20121025	8
928	20121025	9
1200	20121025	10
1166	20121025	11
1589	20121025	13
1589	20121025	14
1454	20121025	15
2054	20121025	16
720	20121025	17
434	20121025	18
277	20121025	19
245	20121025	20
384	20121025	21
153	20121025	22
86	20121025	23
1147	20121026	0
78	20121026	1
133	20121026	2
132	20121026	3
138	20121026	4
85	20121026	5
156	20121026	6
339	20121026	7
835	20121026	8
1046	20121026	9
1115	20121026	10
778	20121026	11
1152	20121026	13
1423	20121026	14
2038	20121026	15
1271	20121026	16
584	20121026	17
424	20121026	18
224	20121026	19
93	20121026	20
85	20121026	21
51	20121026	22
115	20121026	23
100	20121027	0
627	20121027	1
19	20121027	2
9	20121027	3
3	20121027	4
17	20121027	5
21	20121027	6
19	20121027	7
56	20121027	8
39	20121027	9
60	20121027	10
62	20121027	11
324	20121027	13
299	20121027	14
86	20121027	15
44	20121027	16
64	20121027	17
49	20121027	18
61	20121027	19
95	20121027	20
56	20121027	21
59	20121027	22
41	20121027	23
116	20121028	0
12	20121028	1
29	20121028	2
9	20121028	3
10	20121028	4
2	20121028	5
7	20121028	6
19	20121028	7
20	20121028	8
36	20121028	9
49	20121028	10
82	20121028	11
120	20121028	13
81	20121028	14
79	20121028	15
133	20121028	16
109	20121028	17
90	20121028	18
108	20121028	19
145	20121028	20
740	20121028	21
329	20121028	22
346	20121028	23
1013	20121029	0
73	20121029	1
52	20121029	2
31	20121029	3
53	20121029	4
157	20121029	5
68	20121029	6
301	20121029	7
786	20121029	8
731	20121029	9
595	20121029	10
891	20121029	11
906	20121029	13
1643	20121029	14
810	20121029	15
782	20121029	16
672	20121029	17
453	20121029	18
343	20121029	19
255	20121029	20
167	20121029	21
127	20121029	22
87	20121029	23
1150	20121030	0
60	20121030	1
45	20121030	2
41	20121030	3
41	20121030	4
47	20121030	5
96	20121030	6
203	20121030	7
450	20121030	8
1177	20121030	9
1285	20121030	10
1192	20121030	11
2185	20121030	13
1830	20121030	14
1202	20121030	15
1048	20121030	16
663	20121030	17
538	20121030	18
438	20121030	19
286	20121030	20
301	20121030	21
76	20121030	22
47	20121030	23
1657	20121101	0
72	20121101	1
64	20121101	2
31	20121101	3
97	20121101	4
108	20121101	5
111	20121101	6
410	20121101	7
649	20121101	8
814	20121101	9
1119	20121101	10
1137	20121101	11
1177	20121101	13
1101	20121101	14
1106	20121101	15
1477	20121101	16
798	20121101	17
624	20121101	18
430	20121101	19
286	20121101	20
248	20121101	21
198	20121101	22
155	20121101	23
1206	20121102	0
66	20121102	1
49	20121102	2
122	20121102	3
66	20121102	4
113	20121102	5
130	20121102	6
470	20121102	7
849	20121102	8
1001	20121102	9
1008	20121102	10
1306	20121102	11
1800	20121102	13
1567	20121102	14
1270	20121102	15
963	20121102	16
567	20121102	17
479	20121102	18
240	20121102	19
163	20121102	20
160	20121102	21
104	20121102	22
28	20121102	23
280	20121103	0
1276	20121103	1
42	20121103	2
60	20121103	3
10	20121103	4
20	20121103	5
36	20121103	6
54	20121103	7
304	20121103	8
124	20121103	9
290	20121103	10
280	20121103	11
94	20121103	13
72	20121103	14
214	20121103	15
182	20121103	16
210	20121103	17
100	20121103	18
112	20121103	19
130	20121103	20
140	20121103	21
190	20121103	22
120	20121103	23
159	20121104	0
36	20121104	1
6	20121104	2
9	20121104	3
9	20121104	4
10	20121104	5
30	20121104	6
54	20121104	7
71	20121104	8
73	20121104	9
