count	date	hour
2	20120616	21
41	20120617	0
8	20120617	1
4	20120617	2
20	20120617	3
15	20120617	4
8	20120617	5
37	20120617	6
20	20120617	7
5	20120617	8
41	20120617	9
64	20120617	10
60	20120617	11
58	20120617	13
85	20120617	14
77	20120617	15
87	20120617	16
45	20120617	17
31	20120617	18
29	20120617	19
63	20120617	20
84	20120617	21
40	20120617	22
52	20120617	23
841	20120618	0
62	20120618	1
40	20120618	2
41	20120618	3
91	20120618	4
108	20120618	5
111	20120618	6
228	20120618	7
361	20120618	8
1334	20120618	9
809	20120618	10
770	20120618	11
1611	20120618	13
1837	20120618	14
1459	20120618	15
741	20120618	16
399	20120618	17
241	20120618	18
278	20120618	19
99	20120618	20
112	20120618	21
394	20120618	22
103	20120618	23
1086	20120619	0
51	20120619	1
107	20120619	2
67	20120619	3
64	20120619	4
76	20120619	5
101	20120619	6
395	20120619	7
468	20120619	8
1134	20120619	9
720	20120619	10
1307	20120619	11
2679	20120619	13
2665	20120619	14
993	20120619	15
790	20120619	16
3548	20120619	17
1603	20120619	18
353	20120619	19
260	20120619	20
111	20120619	21
145	20120619	22
654	20120619	23
712	20120620	0
93	20120620	1
140	20120620	2
109	20120620	3
144	20120620	4
47	20120620	5
80	20120620	6
254	20120620	7
494	20120620	8
846	20120620	9
1237	20120620	10
2439	20120620	11
1853	20120620	13
820	20120620	14
954	20120620	15
701	20120620	16
420	20120620	17
239	20120620	18
79	20120620	19
65	20120620	20
86	20120620	21
189	20120620	22
102	20120620	23
641	20120621	0
161	20120621	1
160	20120621	2
112	20120621	3
146	20120621	4
72	20120621	5
85	20120621	6
258	20120621	7
513	20120621	8
554	20120621	9
720	20120621	10
658	20120621	11
640	20120621	13
1029	20120621	14
903	20120621	15
557	20120621	16
286	20120621	17
227	20120621	18
224	20120621	19
39	20120621	20
113	20120621	21
71	20120621	22
93	20120621	23
828	20120622	0
73	20120622	1
86	20120622	2
45	20120622	3
455	20120622	4
118	20120622	5
110	20120622	6
278	20120622	7
376	20120622	8
536	20120622	9
670	20120622	10
568	20120622	11
668	20120622	13
749	20120622	14
652	20120622	15
348	20120622	16
219	20120622	17
302	20120622	18
104	20120622	19
56	20120622	20
10	20120622	23
60	20120623	0
19	20120623	2
12	20120623	3
7	20120623	4
18	20120623	5
2	20120623	6
9	20120623	7
68	20120623	8
32	20120623	9
18	20120623	10
68	20120623	11
61	20120623	13
223	20120623	14
614	20120623	15
300	20120623	16
343	20120623	17
7	20120623	18
57	20120623	19
17	20120623	20
246	20120623	21
72	20120623	22
21	20120623	23
74	20120624	0
22	20120624	1
1	20120624	2
9	20120624	3
14	20120624	4
15	20120624	5
40	20120624	6
16	20120624	7
21	20120624	8
78	20120624	9
87	20120624	10
25	20120624	11
35	20120624	13
129	20120624	14
593	20120624	15
243	20120624	16
57	20120624	17
510	20120624	18
28	20120624	19
228	20120624	20
183	20120624	21
374	20120624	22
154	20120624	23
695	20120625	0
31	20120625	1
81	20120625	2
30	20120625	3
44	20120625	4
114	20120625	5
127	20120625	6
284	20120625	7
423	20120625	8
467	20120625	9
558	20120625	10
591	20120625	11
641	20120625	13
660	20120625	14
663	20120625	15
450	20120625	16
368	20120625	17
224	20120625	18
173	20120625	19
144	20120625	20
96	20120625	21
346	20120625	22
78	20120625	23
1071	20120626	0
52	20120626	1
60	20120626	2
65	20120626	3
80	20120626	4
71	20120626	5
64	20120626	6
221	20120626	7
907	20120626	8
818	20120626	9
889	20120626	10
913	20120626	11
882	20120626	13
598	20120626	14
639	20120626	15
619	20120626	16
373	20120626	17
1032	20120626	18
862	20120626	19
635	20120626	20
318	20120626	21
386	20120626	22
246	20120626	23
1098	20120627	0
106	20120627	1
115	20120627	2
27	20120627	3
36	20120627	4
68	20120627	5
120	20120627	6
446	20120627	7
1028	20120627	8
792	20120627	9
811	20120627	10
757	20120627	11
664	20120627	13
886	20120627	14
764	20120627	15
478	20120627	16
609	20120627	17
469	20120627	18
130	20120627	19
137	20120627	20
183	20120627	21
175	20120627	22
244	20120627	23
777	20120628	0
134	20120628	1
204	20120628	2
190	20120628	3
130	20120628	4
104	20120628	5
128	20120628	6
748	20120628	7
689	20120628	8
547	20120628	9
531	20120628	10
788	20120628	11
760	20120628	13
812	20120628	14
931	20120628	15
417	20120628	16
633	20120628	17
370	20120628	18
146	20120628	19
249	20120628	20
179	20120628	21
129	20120628	22
108	20120628	23
662	20120629	0
88	20120629	1
64	20120629	2
90	20120629	3
91	20120629	4
65	20120629	5
51	20120629	6
140	20120629	7
370	20120629	8
481	20120629	9
623	20120629	10
682	20120629	11
713	20120629	13
672	20120629	14
759	20120629	15
529	20120629	16
1096	20120629	17
120	20120629	18
73	20120629	19
48	20120629	20
131	20120629	21
59	20120629	22
518	20120629	23
54	20120701	0
31	20120701	1
6	20120701	2
7	20120701	3
3	20120701	4
9	20120701	5
8	20120701	6
1	20120701	7
17	20120701	8
51	20120701	9
52	20120701	10
10	20120701	11
27	20120701	13
7	20120701	14
55	20120701	15
16	20120701	16
40	20120701	17
20	20120701	18
36	20120701	19
38	20120701	20
24	20120701	21
10	20120701	22
2	20120701	23
572	20120702	0
21	20120702	1
21	20120702	2
24	20120702	3
83	20120702	4
89	20120702	5
76	20120702	6
200	20120702	7
733	20120702	8
444	20120702	9
505	20120702	10
1724	20120702	11
694	20120702	13
577	20120702	14
675	20120702	15
624	20120702	16
470	20120702	17
118	20120702	18
78	20120702	19
59	20120702	20
26	20120702	21
70	20120702	22
29	20120702	23
772	20120703	0
16	20120703	1
43	20120703	2
59	20120703	3
128	20120703	4
57	20120703	5
90	20120703	6
202	20120703	7
336	20120703	8
561	20120703	9
471	20120703	10
723	20120703	11
538	20120703	13
813	20120703	14
896	20120703	15
453	20120703	16
1703	20120703	17
91	20120703	18
41	20120703	19
36	20120703	20
38	20120703	21
13	20120703	22
14	20120703	23
187	20120704	0
56	20120704	1
59	20120704	2
46	20120704	3
41	20120704	4
103	20120704	5
61	20120704	6
75	20120704	7
102	20120704	8
168	20120704	9
121	20120704	10
77	20120704	11
83	20120704	13
85	20120704	14
44	20120704	15
34	20120704	16
54	20120704	17
25	20120704	18
8	20120704	19
17	20120704	20
16	20120704	21
20	20120704	22
49	20120704	23
547	20120705	0
83	20120705	1
126	20120705	2
108	20120705	3
136	20120705	4
68	20120705	5
88	20120705	6
409	20120705	7
403	20120705	8
763	20120705	9
1209	20120705	10
632	20120705	11
731	20120705	13
702	20120705	14
749	20120705	15
620	20120705	16
563	20120705	17
475	20120705	18
163	20120705	19
145	20120705	20
104	20120705	21
88	20120705	22
29	20120705	23
560	20120706	0
62	20120706	1
104	20120706	2
101	20120706	3
117	20120706	4
191	20120706	5
119	20120706	6
224	20120706	7
649	20120706	8
603	20120706	9
739	20120706	10
551	20120706	11
678	20120706	13
593	20120706	14
815	20120706	15
539	20120706	16
337	20120706	17
193	20120706	18
212	20120706	19
100	20120706	20
2	20120706	21
5	20120706	23
53	20120707	0
16	20120707	1
10	20120707	2
14	20120707	3
12	20120707	4
4	20120707	5
10	20120707	6
18	20120707	7
45	20120707	8
60	20120707	9
31	20120707	10
95	20120707	11
52	20120707	13
48	20120707	14
14	20120707	15
34	20120707	16
16	20120707	17
23	20120707	18
68	20120707	19
51	20120707	20
24	20120707	21
35	20120707	22
10	20120707	23
47	20120708	0
15	20120708	1
12	20120708	2
7	20120708	3
13	20120708	4
7	20120708	5
1	20120708	6
7	20120708	7
37	20120708	8
21	20120708	9
30	20120708	10
13	20120708	11
61	20120708	13
72	20120708	14
65	20120708	15
82	20120708	16
31	20120708	17
70	20120708	18
78	20120708	19
57	20120708	20
58	20120708	21
102	20120708	22
36	20120708	23
906	20120709	0
83	20120709	1
152	20120709	2
163	20120709	3
111	20120709	4
35	20120709	5
226	20120709	6
259	20120709	7
650	20120709	8
657	20120709	9
644	20120709	10
835	20120709	11
712	20120709	13
727	20120709	14
1013	20120709	15
651	20120709	16
756	20120709	17
399	20120709	18
246	20120709	19
185	20120709	20
165	20120709	21
70	20120709	22
90	20120709	23
808	20120710	0
83	20120710	1
90	20120710	2
263	20120710	3
233	20120710	4
252	20120710	5
123	20120710	6
395	20120710	7
647	20120710	8
906	20120710	9
669	20120710	10
663	20120710	11
758	20120710	13
718	20120710	14
1050	20120710	15
875	20120710	16
396	20120710	17
291	20120710	18
275	20120710	19
229	20120710	20
143	20120710	21
91	20120710	22
65	20120710	23
724	20120711	0
92	20120711	1
46	20120711	2
62	20120711	3
81	20120711	4
226	20120711	5
102	20120711	6
323	20120711	7
754	20120711	8
887	20120711	9
1677	20120711	10
706	20120711	11
1368	20120711	13
902	20120711	14
1397	20120711	15
1061	20120711	16
383	20120711	17
426	20120711	18
335	20120711	19
159	20120711	20
130	20120711	21
119	20120711	22
62	20120711	23
678	20120712	0
45	20120712	1
61	20120712	2
38	20120712	3
94	20120712	4
57	20120712	5
72	20120712	6
323	20120712	7
965	20120712	8
1628	20120712	9
1353	20120712	10
522	20120712	11
640	20120712	13
813	20120712	14
976	20120712	15
725	20120712	16
406	20120712	17
312	20120712	18
214	20120712	19
165	20120712	20
215	20120712	21
126	20120712	22
27	20120712	23
658	20120713	0
30	20120713	1
40	20120713	2
81	20120713	3
64	20120713	4
88	20120713	5
82	20120713	6
203	20120713	7
425	20120713	8
723	20120713	9
713	20120713	10
708	20120713	11
676	20120713	13
615	20120713	14
561	20120713	15
501	20120713	16
290	20120713	17
154	20120713	18
119	20120713	19
55	20120713	20
80	20120713	21
19	20120713	22
16	20120713	23
62	20120714	0
3	20120714	1
3	20120714	2
7	20120714	3
3	20120714	4
1	20120714	5
3	20120714	6
45	20120714	7
44	20120714	8
28	20120714	9
60	20120714	10
83	20120714	11
40	20120714	13
45	20120714	14
29	20120714	15
55	20120714	16
33	20120714	17
58	20120714	18
41	20120714	19
31	20120714	20
5	20120714	21
13	20120714	22
17	20120714	23
47	20120715	0
6	20120715	1
18	20120715	2
13	20120715	3
4	20120715	4
16	20120715	6
15	20120715	7
49	20120715	8
33	20120715	9
29	20120715	10
37	20120715	11
62	20120715	13
48	20120715	14
55	20120715	15
53	20120715	16
53	20120715	17
55	20120715	18
61	20120715	19
24	20120715	20
38	20120715	21
40	20120715	22
41	20120715	23
643	20120716	0
57	20120716	1
27	20120716	2
53	20120716	3
48	20120716	4
82	20120716	5
93	20120716	6
201	20120716	7
334	20120716	8
1093	20120716	9
632	20120716	10
444	20120716	11
675	20120716	13
678	20120716	14
795	20120716	15
788	20120716	16
438	20120716	17
351	20120716	18
211	20120716	19
174	20120716	20
101	20120716	21
44	20120716	22
48	20120716	23
691	20120717	0
126	20120717	1
87	20120717	2
77	20120717	3
72	20120717	4
86	20120717	5
130	20120717	6
264	20120717	7
546	20120717	8
2336	20120717	9
877	20120717	10
1267	20120717	11
845	20120717	13
810	20120717	14
994	20120717	15
566	20120717	16
298	20120717	17
206	20120717	18
690	20120717	19
215	20120717	20
97	20120717	21
75	20120717	22
68	20120717	23
1249	20120718	0
79	20120718	1
81	20120718	2
76	20120718	3
150	20120718	4
168	20120718	5
90	20120718	6
254	20120718	7
700	20120718	8
539	20120718	9
914	20120718	10
802	20120718	11
1152	20120718	13
696	20120718	14
806	20120718	15
822	20120718	16
1206	20120718	17
266	20120718	18
270	20120718	19
126	20120718	20
69	20120718	21
68	20120718	22
157	20120718	23
925	20120719	0
141	20120719	1
77	20120719	2
73	20120719	3
60	20120719	4
31	20120719	5
89	20120719	6
337	20120719	7
504	20120719	8
452	20120719	9
790	20120719	10
1463	20120719	11
831	20120719	13
919	20120719	14
856	20120719	15
843	20120719	16
462	20120719	17
292	20120719	18
177	20120719	19
131	20120719	20
58	20120719	21
40	20120719	22
43	20120719	23
1156	20120720	0
163	20120720	1
35	20120720	2
86	20120720	3
92	20120720	4
71	20120720	5
58	20120720	6
181	20120720	7
664	20120720	8
713	20120720	9
655	20120720	10
1218	20120720	11
705	20120720	13
702	20120720	14
736	20120720	15
381	20120720	16
570	20120720	17
475	20120720	18
54	20120720	19
32	20120720	20
1	20120720	21
7	20120720	22
1	20120720	23
55	20120721	0
15	20120721	1
13	20120721	2
21	20120721	3
20	20120721	4
9	20120721	5
10	20120721	6
11	20120721	7
22	20120721	8
241	20120721	9
101	20120721	10
62	20120721	11
38	20120721	13
13	20120721	14
12	20120721	15
23	20120721	16
34	20120721	17
2	20120721	18
3	20120721	19
8	20120721	20
21	20120721	21
13	20120721	22
40	20120721	23
104	20120722	0
18	20120722	1
10	20120722	2
1	20120722	3
2	20120722	4
1	20120722	5
8	20120722	6
1	20120722	7
6	20120722	8
6	20120722	9
64	20120722	10
103	20120722	11
14	20120722	13
21	20120722	14
31	20120722	15
26	20120722	16
74	20120722	17
70	20120722	18
61	20120722	19
46	20120722	20
79	20120722	21
13	20120722	22
26	20120722	23
814	20120723	0
39	20120723	1
33	20120723	2
39	20120723	3
87	20120723	4
78	20120723	5
68	20120723	6
190	20120723	7
471	20120723	8
610	20120723	9
755	20120723	10
752	20120723	11
766	20120723	13
1278	20120723	14
941	20120723	15
584	20120723	16
352	20120723	17
285	20120723	18
116	20120723	19
161	20120723	20
68	20120723	21
72	20120723	22
54	20120723	23
734	20120724	0
70	20120724	1
88	20120724	2
184	20120724	3
93	20120724	4
72	20120724	5
100	20120724	6
317	20120724	7
575	20120724	8
551	20120724	9
807	20120724	10
639	20120724	11
1067	20120724	13
880	20120724	14
807	20120724	15
654	20120724	16
436	20120724	17
238	20120724	18
269	20120724	19
184	20120724	20
143	20120724	21
81	20120724	22
175	20120724	23
840	20120725	0
141	20120725	1
498	20120725	2
26	20120725	3
51	20120725	4
68	20120725	5
64	20120725	6
231	20120725	7
531	20120725	8
630	20120725	9
763	20120725	10
781	20120725	11
888	20120725	13
1023	20120725	14
869	20120725	15
867	20120725	16
440	20120725	17
372	20120725	18
224	20120725	19
104	20120725	20
250	20120725	21
102	20120725	22
47	20120725	23
842	20120726	0
78	20120726	1
82	20120726	2
139	20120726	3
100	20120726	4
34	20120726	5
112	20120726	6
355	20120726	7
493	20120726	8
937	20120726	9
958	20120726	10
741	20120726	11
711	20120726	13
701	20120726	14
867	20120726	15
972	20120726	16
365	20120726	17
247	20120726	18
200	20120726	19
125	20120726	20
58	20120726	21
46	20120726	22
72	20120726	23
618	20120727	0
61	20120727	1
61	20120727	2
23	20120727	3
36	20120727	4
39	20120727	5
59	20120727	6
188	20120727	7
428	20120727	8
431	20120727	9
723	20120727	10
659	20120727	11
622	20120727	13
686	20120727	14
556	20120727	15
511	20120727	16
918	20120727	17
223	20120727	18
105	20120727	19
65	20120727	20
53	20120727	21
133	20120727	22
53	20120727	23
74	20120728	0
52	20120728	1
14	20120728	2
1	20120728	6
5	20120728	7
20	20120728	9
81	20120728	10
62	20120728	11
69	20120728	13
102	20120728	14
32	20120728	15
29	20120728	16
5	20120728	17
6	20120728	18
5	20120728	19
2	20120728	20
3	20120728	21
10	20120728	22
11	20120728	23
92	20120729	0
11	20120729	1
4	20120729	2
4	20120729	3
4	20120729	5
12	20120729	6
15	20120729	7
40	20120729	8
11	20120729	9
18	20120729	10
42	20120729	11
23	20120729	13
17	20120729	14
58	20120729	15
67	20120729	16
39	20120729	17
48	20120729	18
49	20120729	19
87	20120729	20
107	20120729	21
92	20120729	22
54	20120729	23
542	20120730	0
29	20120730	1
67	20120730	2
75	20120730	3
51	20120730	4
61	20120730	5
48	20120730	6
177	20120730	7
311	20120730	8
1258	20120730	9
783	20120730	10
647	20120730	11
677	20120730	13
729	20120730	14
796	20120730	15
616	20120730	16
387	20120730	17
202	20120730	18
153	20120730	19
113	20120730	20
116	20120730	21
86	20120730	22
19	20120730	23
618	20120801	0
38	20120801	1
56	20120801	2
37	20120801	3
46	20120801	4
63	20120801	5
87	20120801	6
186	20120801	7
469	20120801	8
586	20120801	9
761	20120801	10
533	20120801	11
720	20120801	13
1060	20120801	14
801	20120801	15
747	20120801	16
483	20120801	17
451	20120801	18
217	20120801	19
284	20120801	20
312	20120801	21
114	20120801	22
67	20120801	23
1416	20120802	0
198	20120802	1
184	20120802	2
90	20120802	3
110	20120802	4
156	20120802	5
134	20120802	6
476	20120802	7
1156	20120802	8
1377	20120802	9
1365	20120802	10
1150	20120802	11
1633	20120802	13
2177	20120802	14
1611	20120802	15
1578	20120802	16
902	20120802	17
532	20120802	18
456	20120802	19
288	20120802	20
192	20120802	21
106	20120802	22
84	20120802	23
1661	20120803	0
92	20120803	1
68	20120803	2
58	20120803	3
112	20120803	4
110	20120803	5
170	20120803	6
580	20120803	7
2701	20120803	8
1493	20120803	9
2204	20120803	10
1899	20120803	11
1612	20120803	13
1986	20120803	14
2214	20120803	15
1323	20120803	16
827	20120803	17
436	20120803	18
3698	20120803	19
482	20120803	20
28	20120803	21
155	20120804	0
56	20120804	1
18	20120804	2
22	20120804	3
18	20120804	4
30	20120804	5
10	20120804	6
40	20120804	7
80	20120804	8
152	20120804	9
67	20120804	10
96	20120804	11
30	20120804	13
65	20120804	14
71	20120804	15
56	20120804	16
46	20120804	17
24	20120804	18
169	20120804	19
152	20120804	20
17	20120804	21
19	20120804	22
22	20120804	23
176	20120805	0
80	20120805	1
44	20120805	2
4	20120805	4
4	20120805	5
16	20120805	6
20	20120805	7
44	20120805	8
32	20120805	9
98	20120805	10
96	20120805	11
82	20120805	13
30	20120805	14
84	20120805	15
191	20120805	16
25	20120805	17
46	20120805	18
44	20120805	19
364	20120805	20
189	20120805	21
61	20120805	22
64	20120805	23
696	20120806	0
59	20120806	1
242	20120806	2
51	20120806	3
92	20120806	4
42	20120806	5
78	20120806	6
176	20120806	7
580	20120806	8
704	20120806	9
975	20120806	10
547	20120806	11
768	20120806	13
729	20120806	14
1054	20120806	15
796	20120806	16
444	20120806	17
301	20120806	18
195	20120806	19
98	20120806	20
79	20120806	21
82	20120806	22
76	20120806	23
872	20120807	0
64	20120807	1
41	20120807	2
102	20120807	3
72	20120807	4
139	20120807	5
177	20120807	6
279	20120807	7
693	20120807	8
1028	20120807	9
998	20120807	10
1111	20120807	11
954	20120807	13
853	20120807	14
991	20120807	15
842	20120807	16
516	20120807	17
477	20120807	18
207	20120807	19
275	20120807	20
193	20120807	21
165	20120807	22
46	20120807	23
808	20120808	0
43	20120808	1
86	20120808	2
67	20120808	3
108	20120808	4
60	20120808	5
208	20120808	6
324	20120808	7
545	20120808	8
774	20120808	9
842	20120808	10
1238	20120808	11
1037	20120808	13
954	20120808	14
1145	20120808	15
750	20120808	16
471	20120808	17
285	20120808	18
182	20120808	19
261	20120808	20
152	20120808	21
75	20120808	22
46	20120808	23
778	20120809	0
32	20120809	1
63	20120809	2
33	20120809	3
39	20120809	4
58	20120809	5
122	20120809	6
376	20120809	7
449	20120809	8
743	20120809	9
727	20120809	10
620	20120809	11
769	20120809	13
694	20120809	14
988	20120809	15
720	20120809	16
467	20120809	17
238	20120809	18
216	20120809	19
149	20120809	20
107	20120809	21
93	20120809	22
103	20120809	23
820	20120810	0
53	20120810	1
40	20120810	2
78	20120810	3
96	20120810	4
69	20120810	5
88	20120810	6
583	20120810	7
553	20120810	8
659	20120810	9
1147	20120810	10
757	20120810	11
875	20120810	13
731	20120810	14
709	20120810	15
673	20120810	16
275	20120810	17
145	20120810	18
115	20120810	19
113	20120810	20
57	20120810	21
25	20120810	22
22	20120810	23
87	20120811	0
6	20120811	1
30	20120811	2
2	20120811	3
3	20120811	4
6	20120811	6
3	20120811	7
36	20120811	8
62	20120811	9
27	20120811	10
20	20120811	11
4	20120811	13
31	20120811	14
22	20120811	15
25	20120811	16
25	20120811	17
38	20120811	18
19	20120811	19
10	20120811	20
22	20120811	21
52	20120811	22
19	20120811	23
76	20120812	0
16	20120812	1
21	20120812	2
2	20120812	4
2	20120812	5
19	20120812	7
4	20120812	8
24	20120812	9
17	20120812	10
10	20120812	11
73	20120812	13
44	20120812	14
41	20120812	15
40	20120812	16
34	20120812	17
35	20120812	18
49	20120812	19
36	20120812	20
66	20120812	21
91	20120812	22
75	20120812	23
858	20120813	0
74	20120813	1
111	20120813	2
37	20120813	3
41	20120813	4
24	20120813	5
125	20120813	6
304	20120813	7
438	20120813	8
632	20120813	9
760	20120813	10
766	20120813	11
1132	20120813	13
996	20120813	14
1023	20120813	15
805	20120813	16
466	20120813	17
425	20120813	18
159	20120813	19
81	20120813	20
62	20120813	21
50	20120813	22
45	20120813	23
915	20120814	0
136	20120814	1
94	20120814	2
72	20120814	3
36	20120814	4
34	20120814	5
125	20120814	6
308	20120814	7
672	20120814	8
751	20120814	9
865	20120814	10
750	20120814	11
882	20120814	13
992	20120814	14
1162	20120814	15
1541	20120814	16
490	20120814	17
296	20120814	18
278	20120814	19
175	20120814	20
140	20120814	21
56	20120814	22
144	20120814	23
967	20120815	0
64	20120815	1
60	20120815	2
50	20120815	3
32	20120815	4
23	20120815	5
93	20120815	6
435	20120815	7
631	20120815	8
932	20120815	9
1940	20120815	10
1836	20120815	11
2518	20120815	13
1152	20120815	14
1341	20120815	15
1025	20120815	16
496	20120815	17
1542	20120815	18
188	20120815	19
167	20120815	20
87	20120815	21
56	20120815	22
41	20120815	23
939	20120816	0
96	20120816	1
43	20120816	2
65	20120816	3
52	20120816	4
41	20120816	5
128	20120816	6
463	20120816	7
393	20120816	8
672	20120816	9
833	20120816	10
657	20120816	11
956	20120816	13
982	20120816	14
1263	20120816	15
712	20120816	16
449	20120816	17
363	20120816	18
226	20120816	19
100	20120816	20
61	20120816	21
48	20120816	22
43	20120816	23
938	20120817	0
61	20120817	1
74	20120817	2
32	20120817	3
34	20120817	4
52	20120817	5
57	20120817	6
711	20120817	7
1425	20120817	8
647	20120817	9
811	20120817	10
893	20120817	11
1140	20120817	13
630	20120817	14
1025	20120817	15
570	20120817	16
342	20120817	17
144	20120817	18
83	20120817	19
78	20120817	20
1	20120817	23
44	20120818	0
34	20120818	1
26	20120818	2
31	20120818	3
18	20120818	4
33	20120818	5
13	20120818	6
5	20120818	7
26	20120818	8
25	20120818	9
12	20120818	10
7	20120818	11
13	20120818	13
20	20120818	14
